"Date","Time","DateTime","LWP","Plant_ID"
"25/10/2024","13:00:00",2024-10-25 13:00:00,-1.06,3
"25/10/2024","13:15:00",2024-10-25 13:15:00,-0.8,3
"25/10/2024","13:30:00",2024-10-25 13:30:00,-0.84,3
"25/10/2024","13:45:00",2024-10-25 13:45:00,-0.77,3
"25/10/2024","14:00:00",2024-10-25 14:00:00,-0.74,3
"25/10/2024","14:15:00",2024-10-25 14:15:00,-0.83,3
"25/10/2024","14:30:00",2024-10-25 14:30:00,-0.81,3
"25/10/2024","14:45:00",2024-10-25 14:45:00,-0.83,3
"25/10/2024","15:00:00",2024-10-25 15:00:00,-0.92,3
"25/10/2024","15:15:00",2024-10-25 15:15:00,-0.84,3
"25/10/2024","15:30:00",2024-10-25 15:30:00,-0.96,3
"25/10/2024","15:45:00",2024-10-25 15:45:00,-0.9,3
"25/10/2024","16:00:00",2024-10-25 16:00:00,-0.83,3
"25/10/2024","16:15:00",2024-10-25 16:15:00,-0.81,3
"25/10/2024","16:30:00",2024-10-25 16:30:00,-0.87,3
"25/10/2024","16:45:00",2024-10-25 16:45:00,-1.03,3
"25/10/2024","17:00:00",2024-10-25 17:00:00,-0.93,3
"25/10/2024","17:15:00",2024-10-25 17:15:00,-0.86,3
"25/10/2024","17:30:00",2024-10-25 17:30:00,-0.89,3
"25/10/2024","17:45:00",2024-10-25 17:45:00,-0.97,3
"25/10/2024","18:00:00",2024-10-25 18:00:00,-0.97,3
"25/10/2024","18:15:00",2024-10-25 18:15:00,-0.89,3
"25/10/2024","18:30:00",2024-10-25 18:30:00,-0.98,3
"25/10/2024","18:45:00",2024-10-25 18:45:00,-0.92,3
"25/10/2024","19:00:00",2024-10-25 19:00:00,-0.93,3
"25/10/2024","19:15:00",2024-10-25 19:15:00,-0.9,3
"25/10/2024","19:30:00",2024-10-25 19:30:00,-0.89,3
"25/10/2024","19:45:00",2024-10-25 19:45:00,-0.9,3
"25/10/2024","20:00:00",2024-10-25 20:00:00,-0.94,3
"25/10/2024","20:15:00",2024-10-25 20:15:00,-0.88,3
"25/10/2024","20:30:00",2024-10-25 20:30:00,-0.98,3
"25/10/2024","20:45:00",2024-10-25 20:45:00,-0.94,3
"25/10/2024","21:00:00",2024-10-25 21:00:00,-0.89,3
"25/10/2024","21:15:00",2024-10-25 21:15:00,-0.97,3
"25/10/2024","21:30:00",2024-10-25 21:30:00,-0.97,3
"25/10/2024","21:45:00",2024-10-25 21:45:00,-0.84,3
"25/10/2024","22:00:00",2024-10-25 22:00:00,-1.01,3
"25/10/2024","22:15:00",2024-10-25 22:15:00,-0.93,3
"25/10/2024","22:30:00",2024-10-25 22:30:00,-0.86,3
"25/10/2024","22:45:00",2024-10-25 22:45:00,-0.85,3
"25/10/2024","23:00:00",2024-10-25 23:00:00,-0.9,3
"25/10/2024","23:15:00",2024-10-25 23:15:00,-0.8,3
"25/10/2024","23:30:00",2024-10-25 23:30:00,-0.74,3
"25/10/2024","23:45:00",2024-10-25 23:45:00,-0.66,3
"26/10/2024","00:00:00",2024-10-26,-0.6,3
"26/10/2024","00:15:00",2024-10-26 00:15:00,-0.55,3
"26/10/2024","00:30:00",2024-10-26 00:30:00,-0.51,3
"26/10/2024","00:45:00",2024-10-26 00:45:00,-0.48,3
"26/10/2024","01:00:00",2024-10-26 01:00:00,-0.48,3
"26/10/2024","01:15:00",2024-10-26 01:15:00,-0.38,3
"26/10/2024","01:30:00",2024-10-26 01:30:00,-0.39,3
"26/10/2024","01:45:00",2024-10-26 01:45:00,-0.34,3
"26/10/2024","02:00:00",2024-10-26 02:00:00,-0.32,3
"26/10/2024","02:15:00",2024-10-26 02:15:00,-0.32,3
"26/10/2024","02:30:00",2024-10-26 02:30:00,-0.29,3
"26/10/2024","02:45:00",2024-10-26 02:45:00,-0.3,3
"26/10/2024","03:00:00",2024-10-26 03:00:00,-0.29,3
"26/10/2024","03:15:00",2024-10-26 03:15:00,-0.23,3
"26/10/2024","03:30:00",2024-10-26 03:30:00,-0.23,3
"26/10/2024","03:45:00",2024-10-26 03:45:00,-0.24,3
"26/10/2024","04:00:00",2024-10-26 04:00:00,-0.22,3
"26/10/2024","04:15:00",2024-10-26 04:15:00,-0.2,3
"26/10/2024","04:30:00",2024-10-26 04:30:00,-0.2,3
"26/10/2024","04:45:00",2024-10-26 04:45:00,-0.19,3
"26/10/2024","05:00:00",2024-10-26 05:00:00,-0.16,3
"26/10/2024","05:15:00",2024-10-26 05:15:00,-0.15,3
"26/10/2024","05:30:00",2024-10-26 05:30:00,-0.15,3
"26/10/2024","05:45:00",2024-10-26 05:45:00,-0.15,3
"26/10/2024","06:00:00",2024-10-26 06:00:00,-0.14,3
"26/10/2024","06:15:00",2024-10-26 06:15:00,-0.11,3
"26/10/2024","06:30:00",2024-10-26 06:30:00,-0.13,3
"26/10/2024","06:45:00",2024-10-26 06:45:00,-0.2,3
"26/10/2024","07:00:00",2024-10-26 07:00:00,-0.3,3
"26/10/2024","07:15:00",2024-10-26 07:15:00,-0.35,3
"26/10/2024","07:30:00",2024-10-26 07:30:00,-0.39,3
"26/10/2024","07:45:00",2024-10-26 07:45:00,-0.5,3
"26/10/2024","08:00:00",2024-10-26 08:00:00,-0.6,3
"26/10/2024","08:15:00",2024-10-26 08:15:00,-0.6,3
"26/10/2024","08:30:00",2024-10-26 08:30:00,-0.69,3
"26/10/2024","08:45:00",2024-10-26 08:45:00,-0.71,3
"26/10/2024","09:00:00",2024-10-26 09:00:00,-0.65,3
"26/10/2024","09:15:00",2024-10-26 09:15:00,-0.73,3
"26/10/2024","09:30:00",2024-10-26 09:30:00,-0.9,3
"26/10/2024","09:45:00",2024-10-26 09:45:00,-0.86,3
"26/10/2024","10:00:00",2024-10-26 10:00:00,-0.86,3
"26/10/2024","10:15:00",2024-10-26 10:15:00,-0.9,3
"26/10/2024","10:30:00",2024-10-26 10:30:00,-0.87,3
"26/10/2024","10:45:00",2024-10-26 10:45:00,-0.98,3
"26/10/2024","11:00:00",2024-10-26 11:00:00,-0.88,3
"26/10/2024","11:15:00",2024-10-26 11:15:00,-0.97,3
"26/10/2024","11:30:00",2024-10-26 11:30:00,-1.18,3
"26/10/2024","11:45:00",2024-10-26 11:45:00,-0.97,3
"26/10/2024","12:00:00",2024-10-26 12:00:00,-0.96,3
"26/10/2024","12:15:00",2024-10-26 12:15:00,-0.84,3
"26/10/2024","12:30:00",2024-10-26 12:30:00,-1.02,3
"26/10/2024","12:45:00",2024-10-26 12:45:00,-1.15,3
"26/10/2024","13:00:00",2024-10-26 13:00:00,-0.97,3
"26/10/2024","13:15:00",2024-10-26 13:15:00,-1.04,3
"26/10/2024","13:30:00",2024-10-26 13:30:00,-1.02,3
"26/10/2024","13:45:00",2024-10-26 13:45:00,-1.05,3
"26/10/2024","14:00:00",2024-10-26 14:00:00,-1.03,3
"26/10/2024","14:15:00",2024-10-26 14:15:00,-1.31,3
"26/10/2024","14:30:00",2024-10-26 14:30:00,-1.19,3
"26/10/2024","14:45:00",2024-10-26 14:45:00,-0.99,3
"26/10/2024","15:00:00",2024-10-26 15:00:00,-1.05,3
"26/10/2024","15:15:00",2024-10-26 15:15:00,-0.99,3
"26/10/2024","15:30:00",2024-10-26 15:30:00,-1.08,3
"26/10/2024","15:45:00",2024-10-26 15:45:00,-1.37,3
"26/10/2024","16:00:00",2024-10-26 16:00:00,-1.08,3
"26/10/2024","16:15:00",2024-10-26 16:15:00,-0.98,3
"26/10/2024","16:30:00",2024-10-26 16:30:00,-0.99,3
"26/10/2024","16:45:00",2024-10-26 16:45:00,-1.06,3
"26/10/2024","17:00:00",2024-10-26 17:00:00,-0.91,3
"26/10/2024","17:15:00",2024-10-26 17:15:00,-1.06,3
"26/10/2024","17:30:00",2024-10-26 17:30:00,-1.1,3
"26/10/2024","17:45:00",2024-10-26 17:45:00,-1.04,3
"26/10/2024","18:00:00",2024-10-26 18:00:00,-1.02,3
"26/10/2024","18:15:00",2024-10-26 18:15:00,-1.07,3
"26/10/2024","18:30:00",2024-10-26 18:30:00,-1.11,3
"26/10/2024","18:45:00",2024-10-26 18:45:00,-1.09,3
"26/10/2024","19:00:00",2024-10-26 19:00:00,-1.08,3
"26/10/2024","19:15:00",2024-10-26 19:15:00,-1.08,3
"26/10/2024","19:30:00",2024-10-26 19:30:00,-1.11,3
"26/10/2024","19:45:00",2024-10-26 19:45:00,-1.02,3
"26/10/2024","20:00:00",2024-10-26 20:00:00,-1.12,3
"26/10/2024","20:15:00",2024-10-26 20:15:00,-1.09,3
"26/10/2024","20:30:00",2024-10-26 20:30:00,-1.05,3
"26/10/2024","20:45:00",2024-10-26 20:45:00,-1.11,3
"26/10/2024","21:00:00",2024-10-26 21:00:00,-1.08,3
"26/10/2024","21:15:00",2024-10-26 21:15:00,-1.07,3
"26/10/2024","21:30:00",2024-10-26 21:30:00,-1.04,3
"26/10/2024","21:45:00",2024-10-26 21:45:00,-1.03,3
"26/10/2024","22:00:00",2024-10-26 22:00:00,-1.03,3
"26/10/2024","22:15:00",2024-10-26 22:15:00,-1.06,3
"26/10/2024","22:30:00",2024-10-26 22:30:00,-1.07,3
"26/10/2024","22:45:00",2024-10-26 22:45:00,-0.99,3
"26/10/2024","23:00:00",2024-10-26 23:00:00,-1.04,3
"26/10/2024","23:15:00",2024-10-26 23:15:00,-0.96,3
"26/10/2024","23:30:00",2024-10-26 23:30:00,-0.93,3
"26/10/2024","23:45:00",2024-10-26 23:45:00,-0.87,3
"27/10/2024","00:00:00",2024-10-27,-0.82,3
"27/10/2024","00:15:00",2024-10-27 00:15:00,-0.76,3
"27/10/2024","00:30:00",2024-10-27 00:30:00,-0.75,3
"27/10/2024","00:45:00",2024-10-27 00:45:00,-0.69,3
"27/10/2024","01:00:00",2024-10-27 01:00:00,-0.69,3
"27/10/2024","01:15:00",2024-10-27 01:15:00,-0.64,3
"27/10/2024","01:30:00",2024-10-27 01:30:00,-0.59,3
"27/10/2024","01:45:00",2024-10-27 01:45:00,-0.59,3
"27/10/2024","02:00:00",2024-10-27 02:00:00,-0.54,3
"27/10/2024","02:15:00",2024-10-27 02:15:00,-0.53,3
"27/10/2024","02:30:00",2024-10-27 02:30:00,-0.47,3
"27/10/2024","02:45:00",2024-10-27 02:45:00,-0.48,3
"27/10/2024","03:00:00",2024-10-27 03:00:00,-0.49,3
"27/10/2024","03:15:00",2024-10-27 03:15:00,-0.46,3
"27/10/2024","03:30:00",2024-10-27 03:30:00,-0.45,3
"27/10/2024","03:45:00",2024-10-27 03:45:00,-0.42,3
"27/10/2024","04:00:00",2024-10-27 04:00:00,-0.42,3
"27/10/2024","04:15:00",2024-10-27 04:15:00,-0.41,3
"27/10/2024","04:30:00",2024-10-27 04:30:00,-0.37,3
"27/10/2024","04:45:00",2024-10-27 04:45:00,-0.39,3
"27/10/2024","05:00:00",2024-10-27 05:00:00,-0.37,3
"27/10/2024","05:15:00",2024-10-27 05:15:00,-0.34,3
"27/10/2024","05:30:00",2024-10-27 05:30:00,-0.36,3
"27/10/2024","05:45:00",2024-10-27 05:45:00,-0.34,3
"27/10/2024","06:00:00",2024-10-27 06:00:00,-0.32,3
"27/10/2024","06:15:00",2024-10-27 06:15:00,-0.32,3
"27/10/2024","06:30:00",2024-10-27 06:30:00,-0.29,3
"27/10/2024","06:45:00",2024-10-27 06:45:00,-0.32,3
"27/10/2024","07:00:00",2024-10-27 07:00:00,-0.32,3
"27/10/2024","07:15:00",2024-10-27 07:15:00,-0.3,3
"27/10/2024","07:30:00",2024-10-27 07:30:00,-0.3,3
"27/10/2024","07:45:00",2024-10-27 07:45:00,-0.34,3
"27/10/2024","08:00:00",2024-10-27 08:00:00,-0.39,3
"27/10/2024","08:15:00",2024-10-27 08:15:00,-0.47,3
"27/10/2024","08:30:00",2024-10-27 08:30:00,-0.53,3
"27/10/2024","08:45:00",2024-10-27 08:45:00,-0.63,3
"27/10/2024","09:00:00",2024-10-27 09:00:00,-0.83,3
"27/10/2024","09:15:00",2024-10-27 09:15:00,-0.81,3
"27/10/2024","09:30:00",2024-10-27 09:30:00,-0.87,3
"27/10/2024","09:45:00",2024-10-27 09:45:00,-0.87,3
"27/10/2024","10:00:00",2024-10-27 10:00:00,-0.91,3
"27/10/2024","10:15:00",2024-10-27 10:15:00,-0.96,3
"27/10/2024","10:30:00",2024-10-27 10:30:00,-0.92,3
"27/10/2024","10:45:00",2024-10-27 10:45:00,-0.92,3
"27/10/2024","11:00:00",2024-10-27 11:00:00,-1.04,3
"27/10/2024","11:15:01",2024-10-27 11:15:01,-1.06,3
"27/10/2024","11:30:00",2024-10-27 11:30:00,-1.12,3
"27/10/2024","11:45:00",2024-10-27 11:45:00,-1.15,3
"27/10/2024","12:00:00",2024-10-27 12:00:00,-1.13,3
"27/10/2024","12:15:00",2024-10-27 12:15:00,-1.06,3
"27/10/2024","12:30:00",2024-10-27 12:30:00,-1.12,3
"27/10/2024","12:45:00",2024-10-27 12:45:00,-1.12,3
"27/10/2024","13:00:00",2024-10-27 13:00:00,-1.18,3
"27/10/2024","13:15:00",2024-10-27 13:15:00,-1.14,3
"27/10/2024","13:30:00",2024-10-27 13:30:00,-1.22,3
"27/10/2024","13:45:00",2024-10-27 13:45:00,-1.13,3
"27/10/2024","14:00:00",2024-10-27 14:00:00,-1.13,3
"27/10/2024","14:15:00",2024-10-27 14:15:00,-1.15,3
"27/10/2024","14:30:00",2024-10-27 14:30:00,-1.21,3
"27/10/2024","14:45:00",2024-10-27 14:45:00,-1.22,3
"27/10/2024","15:00:00",2024-10-27 15:00:00,-1.19,3
"27/10/2024","15:15:00",2024-10-27 15:15:00,-1.17,3
"27/10/2024","15:30:00",2024-10-27 15:30:00,-1.14,3
"27/10/2024","15:45:00",2024-10-27 15:45:00,-1.16,3
"27/10/2024","16:00:00",2024-10-27 16:00:00,-1.11,3
"27/10/2024","16:15:00",2024-10-27 16:15:00,-1.1,3
"27/10/2024","16:30:00",2024-10-27 16:30:00,-1.08,3
"27/10/2024","16:45:00",2024-10-27 16:45:00,-1.08,3
"27/10/2024","17:00:00",2024-10-27 17:00:00,-1.07,3
"27/10/2024","17:15:00",2024-10-27 17:15:00,-1.02,3
"27/10/2024","17:30:00",2024-10-27 17:30:00,-0.99,3
"27/10/2024","17:45:00",2024-10-27 17:45:00,-1.01,3
"27/10/2024","18:00:00",2024-10-27 18:00:00,-1.07,3
"27/10/2024","18:15:00",2024-10-27 18:15:00,-1,3
"27/10/2024","18:30:00",2024-10-27 18:30:00,-1,3
"27/10/2024","18:45:00",2024-10-27 18:45:00,-0.98,3
"27/10/2024","19:00:00",2024-10-27 19:00:00,-1,3
"27/10/2024","19:15:00",2024-10-27 19:15:00,-0.91,3
"27/10/2024","19:30:00",2024-10-27 19:30:00,-0.84,3
"27/10/2024","19:45:00",2024-10-27 19:45:00,-0.76,3
"27/10/2024","20:00:00",2024-10-27 20:00:00,-0.94,3
"27/10/2024","20:15:00",2024-10-27 20:15:00,-0.77,3
"27/10/2024","20:30:00",2024-10-27 20:30:00,-0.84,3
"27/10/2024","20:45:00",2024-10-27 20:45:00,-0.83,3
"27/10/2024","21:00:00",2024-10-27 21:00:00,-0.86,3
"27/10/2024","21:15:00",2024-10-27 21:15:00,-0.81,3
"27/10/2024","21:30:00",2024-10-27 21:30:00,-0.76,3
"27/10/2024","21:45:00",2024-10-27 21:45:00,-0.85,3
"27/10/2024","22:00:00",2024-10-27 22:00:00,-0.82,3
"27/10/2024","22:15:00",2024-10-27 22:15:00,-0.78,3
"27/10/2024","22:30:00",2024-10-27 22:30:00,-0.78,3
"27/10/2024","22:45:00",2024-10-27 22:45:00,-0.75,3
"27/10/2024","23:00:00",2024-10-27 23:00:00,-0.77,3
"27/10/2024","23:15:00",2024-10-27 23:15:00,-0.77,3
"27/10/2024","23:30:00",2024-10-27 23:30:00,-0.76,3
"27/10/2024","23:45:00",2024-10-27 23:45:00,-0.75,3
"28/10/2024","00:00:00",2024-10-28,-0.66,3
"28/10/2024","00:15:00",2024-10-28 00:15:00,-0.51,3
"28/10/2024","00:30:00",2024-10-28 00:30:00,-0.41,3
"28/10/2024","00:45:00",2024-10-28 00:45:00,-0.33,3
"28/10/2024","01:00:00",2024-10-28 01:00:00,-0.3,3
"28/10/2024","01:15:00",2024-10-28 01:15:00,-0.23,3
"28/10/2024","01:30:00",2024-10-28 01:30:00,-0.22,3
"28/10/2024","01:45:00",2024-10-28 01:45:00,-0.2,3
"28/10/2024","02:00:00",2024-10-28 02:00:00,-0.2,3
"28/10/2024","02:15:00",2024-10-28 02:15:00,-0.16,3
"28/10/2024","02:30:00",2024-10-28 02:30:00,-0.13,3
"28/10/2024","02:45:00",2024-10-28 02:45:00,-0.11,3
"28/10/2024","03:00:00",2024-10-28 03:00:00,-0.1,3
"28/10/2024","03:15:00",2024-10-28 03:15:00,-0.09,3
"28/10/2024","03:30:00",2024-10-28 03:30:00,-0.07,3
"28/10/2024","03:45:00",2024-10-28 03:45:00,-0.06,3
"28/10/2024","04:00:00",2024-10-28 04:00:00,-0.04,3
"28/10/2024","04:15:00",2024-10-28 04:15:00,-0.05,3
"28/10/2024","04:30:00",2024-10-28 04:30:00,-0.03,3
"28/10/2024","04:45:00",2024-10-28 04:45:00,-0.01,3
"28/10/2024","05:00:00",2024-10-28 05:00:00,-0.01,3
"28/10/2024","05:15:00",2024-10-28 05:15:00,0,3
"28/10/2024","05:30:00",2024-10-28 05:30:00,-0.01,3
"28/10/2024","05:45:00",2024-10-28 05:45:00,0,3
"28/10/2024","06:00:00",2024-10-28 06:00:00,0,3
"28/10/2024","06:15:00",2024-10-28 06:15:00,0,3
"28/10/2024","06:30:00",2024-10-28 06:30:00,0,3
"28/10/2024","06:45:00",2024-10-28 06:45:00,0,3
"28/10/2024","07:00:00",2024-10-28 07:00:00,0,3
"28/10/2024","07:15:00",2024-10-28 07:15:00,0,3
"28/10/2024","07:30:00",2024-10-28 07:30:00,0,3
"28/10/2024","07:45:00",2024-10-28 07:45:00,0,3
"28/10/2024","08:00:00",2024-10-28 08:00:00,-0.19,3
"28/10/2024","08:15:00",2024-10-28 08:15:00,-0.32,3
"28/10/2024","08:30:00",2024-10-28 08:30:00,-0.28,3
"28/10/2024","08:45:00",2024-10-28 08:45:00,-0.44,3
"28/10/2024","09:00:00",2024-10-28 09:00:00,-0.45,3
"28/10/2024","09:15:00",2024-10-28 09:15:00,-0.64,3
"28/10/2024","09:30:00",2024-10-28 09:30:00,-0.49,3
"28/10/2024","09:45:00",2024-10-28 09:45:00,-0.52,3
"28/10/2024","10:00:00",2024-10-28 10:00:00,-0.64,3
"28/10/2024","10:15:00",2024-10-28 10:15:00,-0.67,3
"28/10/2024","10:30:00",2024-10-28 10:30:00,-0.63,3
"28/10/2024","10:45:00",2024-10-28 10:45:00,-0.68,3
"28/10/2024","11:00:00",2024-10-28 11:00:00,-0.79,3
"28/10/2024","11:15:00",2024-10-28 11:15:00,-0.73,3
"28/10/2024","11:30:00",2024-10-28 11:30:00,-0.88,3
"28/10/2024","11:45:00",2024-10-28 11:45:00,-0.79,3
"28/10/2024","12:00:00",2024-10-28 12:00:00,-0.68,3
"28/10/2024","12:15:00",2024-10-28 12:15:00,-0.88,3
"28/10/2024","12:30:00",2024-10-28 12:30:00,-0.86,3
"28/10/2024","12:45:00",2024-10-28 12:45:00,-0.89,3
"28/10/2024","13:00:00",2024-10-28 13:00:00,-0.93,3
"28/10/2024","13:15:00",2024-10-28 13:15:00,-0.99,3
"28/10/2024","13:30:00",2024-10-28 13:30:00,-0.94,3
"28/10/2024","13:45:00",2024-10-28 13:45:00,-0.96,3
"28/10/2024","14:00:00",2024-10-28 14:00:00,-0.94,3
"28/10/2024","14:15:00",2024-10-28 14:15:00,-0.89,3
"28/10/2024","14:30:00",2024-10-28 14:30:00,-0.89,3
"28/10/2024","14:45:00",2024-10-28 14:45:00,-0.95,3
"28/10/2024","15:00:00",2024-10-28 15:00:00,-0.94,3
"28/10/2024","15:15:00",2024-10-28 15:15:00,-0.89,3
"28/10/2024","15:30:00",2024-10-28 15:30:00,-0.91,3
"28/10/2024","15:45:00",2024-10-28 15:45:00,-0.89,3
"28/10/2024","16:00:00",2024-10-28 16:00:00,-0.86,3
"28/10/2024","16:15:00",2024-10-28 16:15:00,-0.86,3
"28/10/2024","16:30:00",2024-10-28 16:30:00,-0.91,3
"28/10/2024","16:45:00",2024-10-28 16:45:00,-0.95,3
"28/10/2024","17:00:00",2024-10-28 17:00:00,-0.95,3
"28/10/2024","17:15:00",2024-10-28 17:15:00,-0.82,3
"28/10/2024","17:30:00",2024-10-28 17:30:00,-0.82,3
"28/10/2024","17:45:00",2024-10-28 17:45:00,-0.91,3
"28/10/2024","18:00:00",2024-10-28 18:00:00,-0.83,3
"28/10/2024","18:15:00",2024-10-28 18:15:00,-0.8,3
"28/10/2024","18:30:00",2024-10-28 18:30:00,-0.9,3
"28/10/2024","18:45:00",2024-10-28 18:45:00,-0.83,3
"28/10/2024","19:00:00",2024-10-28 19:00:00,-0.86,3
"28/10/2024","19:15:00",2024-10-28 19:15:00,-0.87,3
"28/10/2024","19:30:00",2024-10-28 19:30:00,-1.01,3
"28/10/2024","19:45:00",2024-10-28 19:45:00,-0.93,3
"28/10/2024","20:00:00",2024-10-28 20:00:00,-0.89,3
"28/10/2024","20:15:00",2024-10-28 20:15:00,-1.09,3
"28/10/2024","20:30:00",2024-10-28 20:30:00,-0.95,3
"28/10/2024","20:45:00",2024-10-28 20:45:00,-0.94,3
"28/10/2024","21:00:00",2024-10-28 21:00:00,-0.86,3
"28/10/2024","21:15:00",2024-10-28 21:15:00,-1.04,3
"28/10/2024","21:30:00",2024-10-28 21:30:00,-0.99,3
"28/10/2024","21:45:00",2024-10-28 21:45:00,-1,3
"28/10/2024","22:00:00",2024-10-28 22:00:00,-1.01,3
"28/10/2024","22:15:00",2024-10-28 22:15:00,-0.95,3
"28/10/2024","22:30:00",2024-10-28 22:30:00,-1.03,3
"28/10/2024","22:45:00",2024-10-28 22:45:00,-1,3
"28/10/2024","23:00:00",2024-10-28 23:00:00,-1.04,3
"28/10/2024","23:15:00",2024-10-28 23:15:00,-1.01,3
"28/10/2024","23:30:00",2024-10-28 23:30:00,-1,3
"28/10/2024","23:45:00",2024-10-28 23:45:00,-1.01,3
"29/10/2024","00:00:00",2024-10-29,-0.87,3
"29/10/2024","00:15:00",2024-10-29 00:15:00,-0.69,3
"29/10/2024","00:30:00",2024-10-29 00:30:00,-0.53,3
"29/10/2024","00:45:00",2024-10-29 00:45:00,-0.46,3
"29/10/2024","01:00:00",2024-10-29 01:00:00,-0.47,3
"29/10/2024","01:15:00",2024-10-29 01:15:00,-0.33,3
"29/10/2024","01:30:00",2024-10-29 01:30:00,-0.29,3
"29/10/2024","01:45:00",2024-10-29 01:45:00,-0.25,3
"29/10/2024","02:00:00",2024-10-29 02:00:00,-0.24,3
"29/10/2024","02:15:00",2024-10-29 02:15:00,-0.24,3
"29/10/2024","02:30:00",2024-10-29 02:30:00,-0.21,3
"29/10/2024","02:45:00",2024-10-29 02:45:00,-0.18,3
"29/10/2024","03:00:00",2024-10-29 03:00:00,-0.16,3
"29/10/2024","03:15:00",2024-10-29 03:15:00,-0.15,3
"29/10/2024","03:30:00",2024-10-29 03:30:00,-0.17,3
"29/10/2024","03:45:00",2024-10-29 03:45:00,-0.13,3
"29/10/2024","04:00:00",2024-10-29 04:00:00,-0.09,3
"29/10/2024","04:15:00",2024-10-29 04:15:00,-0.1,3
"29/10/2024","04:30:00",2024-10-29 04:30:00,-0.13,3
"29/10/2024","04:45:00",2024-10-29 04:45:00,-0.1,3
"29/10/2024","05:00:00",2024-10-29 05:00:00,-0.09,3
"29/10/2024","05:15:00",2024-10-29 05:15:00,-0.09,3
"29/10/2024","05:30:00",2024-10-29 05:30:00,-0.07,3
"29/10/2024","05:45:00",2024-10-29 05:45:00,-0.09,3
"29/10/2024","06:00:00",2024-10-29 06:00:00,-0.09,3
"29/10/2024","06:15:00",2024-10-29 06:15:00,-0.06,3
"29/10/2024","06:30:00",2024-10-29 06:30:00,-0.06,3
"29/10/2024","06:45:00",2024-10-29 06:45:00,-0.04,3
"29/10/2024","07:00:00",2024-10-29 07:00:00,-0.02,3
"29/10/2024","07:15:00",2024-10-29 07:15:00,-0.05,3
"29/10/2024","07:30:00",2024-10-29 07:30:00,-0.13,3
"29/10/2024","07:45:00",2024-10-29 07:45:00,-0.2,3
"29/10/2024","08:00:00",2024-10-29 08:00:00,-0.15,3
"29/10/2024","08:15:00",2024-10-29 08:15:00,-0.24,3
"29/10/2024","08:30:00",2024-10-29 08:30:00,-0.52,3
"29/10/2024","08:45:00",2024-10-29 08:45:00,-0.66,3
"29/10/2024","09:00:00",2024-10-29 09:00:00,-0.75,3
"29/10/2024","09:15:00",2024-10-29 09:15:00,-0.77,3
"29/10/2024","09:30:00",2024-10-29 09:30:00,-0.74,3
"29/10/2024","09:45:00",2024-10-29 09:45:00,-0.81,3
"29/10/2024","10:00:00",2024-10-29 10:00:00,-0.95,3
"29/10/2024","10:15:00",2024-10-29 10:15:00,-0.85,3
"29/10/2024","10:30:00",2024-10-29 10:30:00,-0.81,3
"29/10/2024","10:45:00",2024-10-29 10:45:00,-0.91,3
"29/10/2024","11:00:00",2024-10-29 11:00:00,-1,3
"29/10/2024","11:15:00",2024-10-29 11:15:00,-1.06,3
"29/10/2024","11:30:00",2024-10-29 11:30:00,-0.99,3
"29/10/2024","11:45:00",2024-10-29 11:45:00,-0.97,3
"29/10/2024","12:00:00",2024-10-29 12:00:00,-0.95,3
"29/10/2024","12:15:00",2024-10-29 12:15:00,-1.63,3
"29/10/2024","12:30:00",2024-10-29 12:30:00,-1.04,3
"29/10/2024","12:45:00",2024-10-29 12:45:00,-1.01,3
"29/10/2024","13:00:00",2024-10-29 13:00:00,-1.11,3
"29/10/2024","13:15:00",2024-10-29 13:15:00,-1.07,3
"29/10/2024","13:30:00",2024-10-29 13:30:00,-1.06,3
"29/10/2024","13:45:00",2024-10-29 13:45:00,-1,3
"29/10/2024","14:00:00",2024-10-29 14:00:00,-1.22,3
"29/10/2024","14:15:00",2024-10-29 14:15:00,-1.12,3
"29/10/2024","14:30:00",2024-10-29 14:30:00,-1.16,3
"29/10/2024","14:45:00",2024-10-29 14:45:00,-1.13,3
"29/10/2024","15:00:00",2024-10-29 15:00:00,-1.15,3
"29/10/2024","15:15:00",2024-10-29 15:15:00,-1.16,3
"29/10/2024","15:30:00",2024-10-29 15:30:00,-1.11,3
"29/10/2024","15:45:00",2024-10-29 15:45:00,-1.09,3
"29/10/2024","16:00:00",2024-10-29 16:00:00,-1.16,3
"29/10/2024","16:15:00",2024-10-29 16:15:00,-1.17,3
"29/10/2024","16:30:00",2024-10-29 16:30:00,-1.12,3
"29/10/2024","16:45:00",2024-10-29 16:45:00,-1.15,3
"29/10/2024","17:00:00",2024-10-29 17:00:00,-0.88,3
"29/10/2024","17:15:00",2024-10-29 17:15:00,-0.95,3
"29/10/2024","17:30:00",2024-10-29 17:30:00,-1.04,3
"29/10/2024","17:45:00",2024-10-29 17:45:00,-1,3
"29/10/2024","18:00:00",2024-10-29 18:00:00,-1.05,3
"29/10/2024","18:15:00",2024-10-29 18:15:00,-1,3
"29/10/2024","18:30:00",2024-10-29 18:30:00,-1.09,3
"29/10/2024","18:45:00",2024-10-29 18:45:00,-1.06,3
"29/10/2024","19:00:00",2024-10-29 19:00:00,-1.1,3
"29/10/2024","19:15:00",2024-10-29 19:15:00,-0.9,3
"29/10/2024","19:30:00",2024-10-29 19:30:00,-0.98,3
"29/10/2024","19:45:00",2024-10-29 19:45:00,-0.82,3
"29/10/2024","20:00:00",2024-10-29 20:00:00,-0.8,3
