"Date","Time","Weight","DateTime","Plant_ID"
2024-11-04,"07:35:03",935.6,2024-11-04 07:35:03,1
2024-11-04,"07:50:03",934.6,2024-11-04 07:50:03,1
2024-11-04,"08:05:03",933.6,2024-11-04 08:05:03,1
2024-11-04,"08:20:03",932.6,2024-11-04 08:20:03,1
2024-11-04,"08:35:03",931.6,2024-11-04 08:35:03,1
2024-11-04,"08:50:03",931.6,2024-11-04 08:50:03,1
2024-11-04,"09:05:03",930.5,2024-11-04 09:05:03,1
2024-11-04,"09:20:03",929.5,2024-11-04 09:20:03,1
2024-11-04,"09:35:03",927.5,2024-11-04 09:35:03,1
2024-11-04,"09:50:03",926.5,2024-11-04 09:50:03,1
2024-11-04,"10:05:03",925.5,2024-11-04 10:05:03,1
2024-11-04,"10:20:03",924.5,2024-11-04 10:20:03,1
2024-11-04,"10:35:03",923.5,2024-11-04 10:35:03,1
2024-11-04,"10:50:03",922.5,2024-11-04 10:50:03,1
2024-11-04,"11:05:03",920.4,2024-11-04 11:05:03,1
2024-11-04,"11:20:03",919.4,2024-11-04 11:20:03,1
2024-11-04,"11:35:03",917.4,2024-11-04 11:35:03,1
2024-10-24,"10:32:54",0,2024-10-24 10:32:54,2
2024-10-24,"10:47:49",-969.7,2024-10-24 10:47:49,2
2024-10-24,"11:02:49",1285.1,2024-10-24 11:02:49,2
2024-10-24,"11:17:49",1297.6,2024-10-24 11:17:49,2
2024-10-24,"11:32:49",1291.8,2024-10-24 11:32:49,2
2024-10-24,"11:47:49",1282.4,2024-10-24 11:47:49,2
2024-10-24,"12:02:49",1279.6,2024-10-24 12:02:49,2
2024-10-24,"12:17:49",1278.5,2024-10-24 12:17:49,2
2024-10-24,"12:32:49",1276.5,2024-10-24 12:32:49,2
2024-10-24,"12:47:49",1274.5,2024-10-24 12:47:49,2
2024-10-24,"13:02:49",1273.7,2024-10-24 13:02:49,2
2024-10-24,"13:17:49",1272.7,2024-10-24 13:17:49,2
2024-10-24,"13:32:49",1271.7,2024-10-24 13:32:49,2
2024-10-24,"13:47:49",1269.6,2024-10-24 13:47:49,2
2024-10-24,"14:02:49",1267.6,2024-10-24 14:02:49,2
2024-10-24,"14:17:49",1266.6,2024-10-24 14:17:49,2
2024-10-24,"14:32:49",1265.6,2024-10-24 14:32:49,2
2024-10-24,"14:47:49",1264.6,2024-10-24 14:47:49,2
2024-10-24,"15:02:49",1263.6,2024-10-24 15:02:49,2
2024-10-24,"15:17:49",1262.6,2024-10-24 15:17:49,2
2024-10-24,"15:32:49",1260.5,2024-10-24 15:32:49,2
2024-10-24,"15:47:49",1259.5,2024-10-24 15:47:49,2
2024-10-24,"16:02:49",1257.4,2024-10-24 16:02:49,2
2024-10-24,"16:17:49",1257.4,2024-10-24 16:17:49,2
2024-10-24,"16:32:49",1256.3,2024-10-24 16:32:49,2
2024-10-24,"16:47:49",1254,2024-10-24 16:47:49,2
2024-10-24,"17:02:49",1253,2024-10-24 17:02:49,2
2024-10-24,"17:17:49",1252,2024-10-24 17:17:49,2
2024-10-24,"17:32:49",1251,2024-10-24 17:32:49,2
2024-10-24,"17:47:49",1250,2024-10-24 17:47:49,2
2024-10-24,"18:02:49",1249,2024-10-24 18:02:49,2
2024-10-25,"13:35:12",1310,2024-10-25 13:35:12,2
2024-10-25,"13:50:12",1308,2024-10-25 13:50:12,2
2024-10-25,"14:05:12",1306,2024-10-25 14:05:12,2
2024-10-25,"14:20:12",1304.9,2024-10-25 14:20:12,2
2024-10-25,"14:35:12",1302.9,2024-10-25 14:35:12,2
2024-10-25,"14:50:12",1301.9,2024-10-25 14:50:12,2
2024-10-25,"15:05:12",1299.9,2024-10-25 15:05:12,2
2024-10-25,"15:20:12",1298.9,2024-10-25 15:20:12,2
2024-10-25,"15:35:12",1298.6,2024-10-25 15:35:12,2
2024-10-25,"15:50:12",1295.5,2024-10-25 15:50:12,2
2024-10-25,"16:05:12",1294.5,2024-10-25 16:05:12,2
2024-10-25,"16:20:12",1292.5,2024-10-25 16:20:12,2
2024-10-25,"16:35:12",1291.4,2024-10-25 16:35:12,2
2024-10-25,"16:50:12",1290.4,2024-10-25 16:50:12,2
2024-10-25,"17:05:12",1288.4,2024-10-25 17:05:12,2
2024-10-25,"17:20:12",1287.4,2024-10-25 17:20:12,2
2024-10-25,"17:35:12",1286.4,2024-10-25 17:35:12,2
2024-10-25,"17:50:12",1284.4,2024-10-25 17:50:12,2
2024-10-25,"18:05:12",1283.4,2024-10-25 18:05:12,2
2024-10-25,"18:20:12",1282.4,2024-10-25 18:20:12,2
2024-10-25,"18:35:12",1280.3,2024-10-25 18:35:12,2
2024-10-25,"18:50:12",1279.3,2024-10-25 18:50:12,2
2024-10-25,"19:05:12",1278.3,2024-10-25 19:05:12,2
2024-10-25,"19:20:12",1277.3,2024-10-25 19:20:12,2
2024-10-25,"19:35:12",1275.3,2024-10-25 19:35:12,2
2024-10-25,"19:50:12",1274.3,2024-10-25 19:50:12,2
2024-10-25,"20:05:12",1273.3,2024-10-25 20:05:12,2
2024-10-25,"20:20:12",1272.3,2024-10-25 20:20:12,2
2024-10-25,"20:35:12",1271.2,2024-10-25 20:35:12,2
2024-10-25,"20:50:12",1270.2,2024-10-25 20:50:12,2
2024-10-25,"21:05:12",1269.2,2024-10-25 21:05:12,2
2024-10-25,"21:20:12",1268.2,2024-10-25 21:20:12,2
2024-10-25,"21:35:12",1266.2,2024-10-25 21:35:12,2
2024-10-25,"21:50:12",1265.2,2024-10-25 21:50:12,2
2024-10-25,"22:05:12",1265.2,2024-10-25 22:05:12,2
2024-10-25,"22:20:12",1264.2,2024-10-25 22:20:12,2
2024-10-25,"22:35:12",1263.2,2024-10-25 22:35:12,2
2024-10-25,"22:50:12",1262.2,2024-10-25 22:50:12,2
2024-10-25,"23:05:12",1261.1,2024-10-25 23:05:12,2
2024-10-25,"23:20:12",1261.1,2024-10-25 23:20:12,2
2024-10-25,"23:35:12",1261.1,2024-10-25 23:35:12,2
2024-10-25,"23:50:12",1261.1,2024-10-25 23:50:12,2
2024-10-26,"00:05:12",1261.1,2024-10-26 00:05:12,2
2024-10-26,"00:20:12",1261.1,2024-10-26 00:20:12,2
2024-10-26,"00:35:12",1261.1,2024-10-26 00:35:12,2
2024-10-26,"00:50:12",1261.1,2024-10-26 00:50:12,2
2024-10-26,"01:05:12",1260.1,2024-10-26 01:05:12,2
2024-10-26,"01:20:12",1260.1,2024-10-26 01:20:12,2
2024-10-26,"01:35:12",1260.1,2024-10-26 01:35:12,2
2024-10-26,"01:50:12",1260.1,2024-10-26 01:50:12,2
2024-10-26,"02:05:12",1259.1,2024-10-26 02:05:12,2
2024-10-26,"02:20:12",1259.1,2024-10-26 02:20:12,2
2024-10-26,"02:35:12",1259.1,2024-10-26 02:35:12,2
2024-10-26,"02:50:12",1259.1,2024-10-26 02:50:12,2
2024-10-26,"03:05:12",1259.1,2024-10-26 03:05:12,2
2024-10-26,"03:20:12",1259.1,2024-10-26 03:20:12,2
2024-10-26,"03:35:12",1258.1,2024-10-26 03:35:12,2
2024-10-26,"03:50:12",1258.1,2024-10-26 03:50:12,2
2024-10-26,"04:05:12",1258.1,2024-10-26 04:05:12,2
2024-10-26,"04:20:12",1258.1,2024-10-26 04:20:12,2
2024-10-26,"04:35:12",1258.1,2024-10-26 04:35:12,2
2024-10-26,"04:50:12",1258.1,2024-10-26 04:50:12,2
2024-10-26,"05:05:12",1258.1,2024-10-26 05:05:12,2
2024-10-26,"05:20:12",1258.1,2024-10-26 05:20:12,2
2024-10-26,"05:35:12",1257.1,2024-10-26 05:35:12,2
2024-10-26,"05:50:12",1257.1,2024-10-26 05:50:12,2
2024-10-26,"06:05:12",1257.1,2024-10-26 06:05:12,2
2024-10-26,"06:20:12",1257.1,2024-10-26 06:20:12,2
2024-10-26,"06:35:12",1257.1,2024-10-26 06:35:12,2
2024-10-26,"06:50:12",1257.1,2024-10-26 06:50:12,2
2024-10-26,"07:05:12",1256.1,2024-10-26 07:05:12,2
2024-10-26,"07:20:12",1255.1,2024-10-26 07:20:12,2
2024-10-26,"07:35:12",1254.1,2024-10-26 07:35:12,2
2024-10-26,"07:50:12",1253.1,2024-10-26 07:50:12,2
2024-10-26,"08:05:12",1253.1,2024-10-26 08:05:12,2
2024-10-26,"08:20:12",1252.1,2024-10-26 08:20:12,2
2024-10-26,"08:35:12",1251.1,2024-10-26 08:35:12,2
2024-10-26,"08:50:12",1250,2024-10-26 08:50:12,2
2024-10-26,"09:05:12",1249,2024-10-26 09:05:12,2
2024-10-26,"09:20:12",1248,2024-10-26 09:20:12,2
2024-10-26,"09:35:12",1248,2024-10-26 09:35:12,2
2024-10-26,"09:50:12",1247,2024-10-26 09:50:12,2
2024-10-26,"10:05:12",1245,2024-10-26 10:05:12,2
2024-10-26,"10:20:12",1244,2024-10-26 10:20:12,2
2024-10-26,"10:35:12",1243,2024-10-26 10:35:12,2
2024-10-26,"10:50:12",1241,2024-10-26 10:50:12,2
2024-10-26,"11:05:12",1239.9,2024-10-26 11:05:12,2
2024-10-26,"11:20:12",1237.9,2024-10-26 11:20:12,2
2024-10-26,"11:35:12",1236.9,2024-10-26 11:35:12,2
2024-10-26,"11:50:12",1235.9,2024-10-26 11:50:12,2
2024-10-26,"12:05:12",1233.9,2024-10-26 12:05:12,2
2024-10-26,"12:20:12",1231.9,2024-10-26 12:20:12,2
2024-10-26,"12:35:12",1229.8,2024-10-26 12:35:12,2
2024-10-26,"12:50:12",1228.8,2024-10-26 12:50:12,2
2024-10-26,"13:05:12",1226.8,2024-10-26 13:05:12,2
2024-10-26,"13:20:12",1225.8,2024-10-26 13:20:12,2
2024-10-26,"13:35:12",1223.8,2024-10-26 13:35:12,2
2024-10-26,"13:50:12",1221.8,2024-10-26 13:50:12,2
2024-10-26,"14:05:12",1220.8,2024-10-26 14:05:12,2
2024-10-26,"14:20:12",1218.7,2024-10-26 14:20:12,2
2024-10-26,"14:35:12",1217.7,2024-10-26 14:35:12,2
2024-10-26,"14:50:12",1215.7,2024-10-26 14:50:12,2
2024-10-26,"15:05:12",1214.7,2024-10-26 15:05:12,2
2024-10-26,"15:19:21",1212.7,2024-10-26 15:19:21,2
2024-10-26,"15:34:21",1211.7,2024-10-26 15:34:21,2
2024-10-26,"15:49:21",1209.6,2024-10-26 15:49:21,2
2024-10-26,"16:04:21",1207.6,2024-10-26 16:04:21,2
2024-10-26,"16:19:21",1206.6,2024-10-26 16:19:21,2
2024-10-26,"16:34:21",1204.6,2024-10-26 16:34:21,2
2024-10-26,"16:49:21",1203.6,2024-10-26 16:49:21,2
2024-10-26,"17:04:21",1202.6,2024-10-26 17:04:21,2
2024-10-26,"17:19:21",1200.6,2024-10-26 17:19:21,2
2024-10-26,"17:34:21",1199.5,2024-10-26 17:34:21,2
2024-10-26,"17:49:21",1197.5,2024-10-26 17:49:21,2
2024-10-26,"18:04:21",1196.5,2024-10-26 18:04:21,2
2024-10-26,"18:19:21",1195.5,2024-10-26 18:19:21,2
2024-10-26,"18:34:21",1193.5,2024-10-26 18:34:21,2
2024-10-26,"18:49:21",1192.5,2024-10-26 18:49:21,2
2024-10-26,"19:04:21",1190.5,2024-10-26 19:04:21,2
2024-10-26,"19:19:21",1189.4,2024-10-26 19:19:21,2
2024-10-26,"19:34:21",1187.4,2024-10-26 19:34:21,2
2024-10-26,"19:49:21",1186.4,2024-10-26 19:49:21,2
2024-10-26,"20:04:21",1185.4,2024-10-26 20:04:21,2
2024-10-26,"20:19:21",1183.4,2024-10-26 20:19:21,2
2024-10-26,"20:34:21",1182.4,2024-10-26 20:34:21,2
2024-10-26,"20:49:21",1181.4,2024-10-26 20:49:21,2
2024-10-26,"21:04:21",1179.3,2024-10-26 21:04:21,2
2024-10-26,"21:19:21",1178.3,2024-10-26 21:19:21,2
2024-10-26,"21:34:21",1177.3,2024-10-26 21:34:21,2
2024-10-26,"21:49:21",1176.3,2024-10-26 21:49:21,2
2024-10-26,"22:04:21",1175.3,2024-10-26 22:04:21,2
2024-10-26,"22:19:21",1174.3,2024-10-26 22:19:21,2
2024-10-26,"22:34:21",1172.3,2024-10-26 22:34:21,2
2024-10-26,"22:49:21",1172.3,2024-10-26 22:49:21,2
2024-10-26,"23:04:21",1171.3,2024-10-26 23:04:21,2
2024-10-26,"23:19:21",1171.3,2024-10-26 23:19:21,2
2024-10-26,"23:34:21",1171.3,2024-10-26 23:34:21,2
2024-10-26,"23:49:21",1171.3,2024-10-26 23:49:21,2
2024-10-27,"00:04:21",1171.3,2024-10-27 00:04:21,2
2024-10-27,"00:19:21",1171.3,2024-10-27 00:19:21,2
2024-10-27,"00:34:21",1170.3,2024-10-27 00:34:21,2
2024-10-27,"00:49:21",1170.3,2024-10-27 00:49:21,2
2024-10-27,"01:04:21",1170.3,2024-10-27 01:04:21,2
2024-10-27,"01:19:21",1169.2,2024-10-27 01:19:21,2
2024-10-27,"01:34:21",1169.2,2024-10-27 01:34:21,2
2024-10-27,"01:49:21",1169.2,2024-10-27 01:49:21,2
2024-10-27,"02:04:21",1169.2,2024-10-27 02:04:21,2
2024-10-27,"02:19:21",1169.2,2024-10-27 02:19:21,2
2024-10-27,"02:34:21",1168.2,2024-10-27 02:34:21,2
2024-10-27,"02:49:21",1168.2,2024-10-27 02:49:21,2
2024-10-27,"02:04:21",1168.2,2024-10-27 02:04:21,2
2024-10-27,"02:19:21",1168.2,2024-10-27 02:19:21,2
2024-10-27,"02:34:21",1168.2,2024-10-27 02:34:21,2
2024-10-27,"02:49:21",1168.2,2024-10-27 02:49:21,2
2024-10-27,"03:04:21",1168.2,2024-10-27 03:04:21,2
2024-10-27,"03:19:21",1167.2,2024-10-27 03:19:21,2
2024-10-27,"03:34:21",1167.2,2024-10-27 03:34:21,2
2024-10-27,"03:49:21",1167.2,2024-10-27 03:49:21,2
2024-10-27,"04:04:21",1167.2,2024-10-27 04:04:21,2
2024-10-27,"04:19:21",1167.2,2024-10-27 04:19:21,2
2024-10-27,"04:34:21",1167.2,2024-10-27 04:34:21,2
2024-10-27,"04:49:21",1166.2,2024-10-27 04:49:21,2
2024-10-27,"05:04:21",1166.2,2024-10-27 05:04:21,2
2024-10-27,"05:19:21",1166.2,2024-10-27 05:19:21,2
2024-10-27,"05:34:21",1166.2,2024-10-27 05:34:21,2
2024-10-27,"05:49:21",1166.2,2024-10-27 05:49:21,2
2024-10-27,"06:04:21",1166.2,2024-10-27 06:04:21,2
2024-10-27,"06:19:21",1165.2,2024-10-27 06:19:21,2
2024-10-27,"06:34:21",1165.2,2024-10-27 06:34:21,2
2024-10-27,"06:49:21",1165.2,2024-10-27 06:49:21,2
2024-10-27,"07:04:21",1164.2,2024-10-27 07:04:21,2
2024-10-27,"07:19:21",1162.2,2024-10-27 07:19:21,2
2024-10-27,"07:34:21",1162.2,2024-10-27 07:34:21,2
2024-10-27,"07:49:21",1161.2,2024-10-27 07:49:21,2
2024-10-27,"08:04:21",1160.2,2024-10-27 08:04:21,2
2024-10-27,"08:19:21",1159.1,2024-10-27 08:19:21,2
2024-10-27,"08:34:21",1158.1,2024-10-27 08:34:21,2
2024-10-27,"08:49:21",1157.1,2024-10-27 08:49:21,2
2024-10-27,"09:04:21",1156.1,2024-10-27 09:04:21,2
2024-10-27,"09:19:21",1155.1,2024-10-27 09:19:21,2
2024-10-27,"09:34:21",1153.1,2024-10-27 09:34:21,2
2024-10-27,"09:49:21",1152.1,2024-10-27 09:49:21,2
2024-10-27,"10:04:21",1150.1,2024-10-27 10:04:21,2
2024-10-27,"10:19:21",1149,2024-10-27 10:19:21,2
2024-10-27,"10:34:21",1147,2024-10-27 10:34:21,2
2024-10-27,"10:49:21",1145,2024-10-27 10:49:21,2
2024-10-27,"11:04:21",1144,2024-10-27 11:04:21,2
2024-10-27,"11:19:21",1142,2024-10-27 11:19:21,2
2024-10-27,"11:34:21",1140,2024-10-27 11:34:21,2
2024-10-27,"11:49:21",1137.9,2024-10-27 11:49:21,2
2024-10-27,"12:04:21",1136.9,2024-10-27 12:04:21,2
2024-10-27,"12:19:21",1134.9,2024-10-27 12:19:21,2
2024-10-27,"12:34:21",1132.9,2024-10-27 12:34:21,2
2024-10-27,"12:49:21",1130.9,2024-10-27 12:49:21,2
2024-10-27,"13:04:21",1128.8,2024-10-27 13:04:21,2
2024-10-27,"13:19:21",1126.8,2024-10-27 13:19:21,2
2024-10-27,"13:34:21",1124.8,2024-10-27 13:34:21,2
2024-10-27,"13:49:21",1122.8,2024-10-27 13:49:21,2
2024-10-27,"14:04:21",1120.8,2024-10-27 14:04:21,2
2024-10-27,"14:19:21",1119.8,2024-10-27 14:19:21,2
2024-10-27,"14:34:21",1117.7,2024-10-27 14:34:21,2
2024-10-27,"14:49:21",1115.6,2024-10-27 14:49:21,2
2024-10-27,"15:04:21",1111.6,2024-10-27 15:04:21,2
2024-10-27,"15:19:21",1109.5,2024-10-27 15:19:21,2
2024-10-27,"15:34:21",1107.5,2024-10-27 15:34:21,2
2024-10-27,"15:49:21",1105.5,2024-10-27 15:49:21,2
2024-10-27,"16:04:21",1103.5,2024-10-27 16:04:21,2
2024-10-27,"16:19:21",1101.5,2024-10-27 16:19:21,2
2024-10-27,"16:34:21",1099.4,2024-10-27 16:34:21,2
2024-10-27,"16:49:21",1098.4,2024-10-27 16:49:21,2
2024-10-27,"17:04:21",1096.4,2024-10-27 17:04:21,2
2024-10-27,"17:19:21",1094.4,2024-10-27 17:19:21,2
2024-10-27,"17:34:21",1093.4,2024-10-27 17:34:21,2
2024-10-27,"17:49:21",1091.4,2024-10-27 17:49:21,2
2024-10-27,"18:04:21",1090.4,2024-10-27 18:04:21,2
2024-10-27,"18:19:21",1088.3,2024-10-27 18:19:21,2
2024-10-27,"18:34:21",1086.3,2024-10-27 18:34:21,2
2024-10-27,"18:49:21",1085.3,2024-10-27 18:49:21,2
2024-10-27,"19:04:21",1083.3,2024-10-27 19:04:21,2
2024-10-27,"19:19:21",1082.3,2024-10-27 19:19:21,2
2024-10-27,"19:34:21",1081.3,2024-10-27 19:34:21,2
2024-10-27,"19:49:21",1079.2,2024-10-27 19:49:21,2
2024-10-27,"20:04:21",1078.2,2024-10-27 20:04:21,2
2024-10-27,"20:19:21",1076.2,2024-10-27 20:19:21,2
2024-10-27,"20:34:21",1075.2,2024-10-27 20:34:21,2
2024-10-27,"20:49:21",1074.2,2024-10-27 20:49:21,2
2024-10-27,"21:04:21",1073.2,2024-10-27 21:04:21,2
2024-10-27,"21:19:21",1072.2,2024-10-27 21:19:21,2
2024-10-27,"21:34:21",1071.2,2024-10-27 21:34:21,2
2024-10-27,"21:49:21",1070.2,2024-10-27 21:49:21,2
2024-10-27,"22:04:21",1069.1,2024-10-27 22:04:21,2
2024-10-27,"22:19:21",1068.1,2024-10-27 22:19:21,2
2024-10-27,"22:34:21",1067.1,2024-10-27 22:34:21,2
2024-10-27,"22:49:21",1066.1,2024-10-27 22:49:21,2
2024-10-27,"23:04:21",1066.1,2024-10-27 23:04:21,2
2024-10-27,"23:19:21",1066.1,2024-10-27 23:19:21,2
2024-10-27,"23:34:21",1066.1,2024-10-27 23:34:21,2
2024-10-27,"23:49:21",1066.1,2024-10-27 23:49:21,2
2024-10-28,"00:04:21",1066.1,2024-10-28 00:04:21,2
2024-10-28,"00:19:21",1066.1,2024-10-28 00:19:21,2
2024-10-28,"00:34:21",1066.1,2024-10-28 00:34:21,2
2024-10-28,"00:49:21",1066.1,2024-10-28 00:49:21,2
2024-10-28,"01:04:21",1066.1,2024-10-28 01:04:21,2
2024-10-28,"01:19:21",1065.1,2024-10-28 01:19:21,2
2024-10-28,"01:34:21",1065.1,2024-10-28 01:34:21,2
2024-10-28,"01:49:21",1065.1,2024-10-28 01:49:21,2
2024-10-28,"02:04:21",1065.1,2024-10-28 02:04:21,2
2024-10-28,"02:19:21",1065.1,2024-10-28 02:19:21,2
2024-10-28,"02:34:21",1065.1,2024-10-28 02:34:21,2
2024-10-28,"02:49:21",1065.1,2024-10-28 02:49:21,2
2024-10-28,"03:04:21",1065.1,2024-10-28 03:04:21,2
2024-10-28,"03:19:21",1065.1,2024-10-28 03:19:21,2
2024-10-28,"03:34:21",1064.1,2024-10-28 03:34:21,2
2024-10-28,"03:49:21",1064.1,2024-10-28 03:49:21,2
2024-10-28,"04:04:21",1064.1,2024-10-28 04:04:21,2
2024-10-28,"04:19:21",1064.1,2024-10-28 04:19:21,2
2024-10-28,"04:34:21",1064.1,2024-10-28 04:34:21,2
2024-10-28,"04:49:21",1064.1,2024-10-28 04:49:21,2
2024-10-28,"05:04:21",1064.1,2024-10-28 05:04:21,2
2024-10-28,"05:19:21",1064.1,2024-10-28 05:19:21,2
2024-10-28,"05:34:21",1064.1,2024-10-28 05:34:21,2
2024-10-28,"05:49:21",1064.1,2024-10-28 05:49:21,2
2024-10-28,"06:04:21",1063.1,2024-10-28 06:04:21,2
2024-10-28,"06:19:21",1063.1,2024-10-28 06:19:21,2
2024-10-28,"06:34:21",1063.1,2024-10-28 06:34:21,2
2024-10-28,"06:49:21",1063.1,2024-10-28 06:49:21,2
2024-10-28,"07:04:21",1062.1,2024-10-28 07:04:21,2
2024-10-28,"07:19:21",1060.1,2024-10-28 07:19:21,2
2024-10-28,"07:34:21",1059,2024-10-28 07:34:21,2
2024-10-28,"07:49:21",1058,2024-10-28 07:49:21,2
2024-10-28,"08:04:21",1057,2024-10-28 08:04:21,2
2024-10-28,"08:19:21",1056,2024-10-28 08:19:21,2
2024-10-28,"08:34:21",1208.8,2024-10-28 08:34:21,2
2024-10-28,"08:49:21",1209.1,2024-10-28 08:49:21,2
2024-10-28,"09:04:21",1207.1,2024-10-28 09:04:21,2
2024-10-28,"09:19:21",1206.1,2024-10-28 09:19:21,2
2024-10-28,"09:34:21",1205.1,2024-10-28 09:34:21,2
2024-10-28,"09:49:21",1204.1,2024-10-28 09:49:21,2
2024-10-28,"10:04:21",1202,2024-10-28 10:04:21,2
2024-10-28,"10:19:21",1200,2024-10-28 10:19:21,2
2024-10-28,"10:34:21",1198,2024-10-28 10:34:21,2
2024-10-28,"10:49:21",1196,2024-10-28 10:49:21,2
2024-10-28,"11:04:21",1193,2024-10-28 11:04:21,2
2024-10-28,"11:19:21",1190.9,2024-10-28 11:19:21,2
2024-10-28,"11:34:21",1188.9,2024-10-28 11:34:21,2
2024-10-28,"11:49:21",1186.9,2024-10-28 11:49:21,2
2024-10-28,"12:04:21",1184.9,2024-10-28 12:04:21,2
2024-10-28,"12:19:21",1182.9,2024-10-28 12:19:21,2
2024-10-28,"12:34:21",1179.8,2024-10-28 12:34:21,2
2024-10-28,"12:49:21",1177.8,2024-10-28 12:49:21,2
2024-10-28,"13:04:21",1175.8,2024-10-28 13:04:21,2
2024-10-28,"13:19:21",1173.8,2024-10-28 13:19:21,2
2024-10-28,"13:34:21",1170.7,2024-10-28 13:34:21,2
2024-10-28,"13:49:21",1168.7,2024-10-28 13:49:21,2
2024-10-28,"14:04:21",1166.7,2024-10-28 14:04:21,2
2024-10-28,"14:19:21",1164.7,2024-10-28 14:19:21,2
2024-10-28,"14:34:21",1162.7,2024-10-28 14:34:21,2
2024-10-28,"14:49:21",1161.6,2024-10-28 14:49:21,2
2024-10-28,"15:04:21",1159.6,2024-10-28 15:04:21,2
2024-10-28,"15:19:21",1157.6,2024-10-28 15:19:21,2
2024-10-28,"15:34:21",1155.6,2024-10-28 15:34:21,2
2024-10-28,"15:49:21",1154.6,2024-10-28 15:49:21,2
2024-10-28,"16:04:21",1215.8,2024-10-28 16:04:21,2
2024-10-28,"16:19:21",1212.7,2024-10-28 16:19:21,2
2024-10-28,"16:34:21",1210.7,2024-10-28 16:34:21,2
2024-10-28,"16:49:21",1208.7,2024-10-28 16:49:21,2
2024-10-28,"17:04:21",1206.7,2024-10-28 17:04:21,2
2024-10-28,"17:19:21",1204.7,2024-10-28 17:19:21,2
2024-10-28,"17:34:21",1203.7,2024-10-28 17:34:21,2
2024-10-28,"17:49:21",1201.6,2024-10-28 17:49:21,2
2024-10-28,"18:04:21",1199.6,2024-10-28 18:04:21,2
2024-10-28,"18:19:21",1198.6,2024-10-28 18:19:21,2
2024-10-28,"18:34:21",1196.6,2024-10-28 18:34:21,2
2024-10-28,"18:49:21",1195.6,2024-10-28 18:49:21,2
2024-10-28,"19:04:21",1193.6,2024-10-28 19:04:21,2
2024-10-28,"19:19:21",1191.5,2024-10-28 19:19:21,2
2024-10-28,"19:34:21",1190.5,2024-10-28 19:34:21,2
2024-10-28,"19:49:21",1188.5,2024-10-28 19:49:21,2
2024-10-28,"20:04:21",1187.5,2024-10-28 20:04:21,2
2024-10-28,"20:19:21",1186.5,2024-10-28 20:19:21,2
2024-10-28,"20:34:21",1184.5,2024-10-28 20:34:21,2
2024-10-28,"20:49:21",1183.5,2024-10-28 20:49:21,2
2024-10-28,"21:04:21",1181.4,2024-10-28 21:04:21,2
2024-10-28,"21:19:21",1180.4,2024-10-28 21:19:21,2
2024-10-28,"21:34:21",1179.4,2024-10-28 21:34:21,2
2024-10-28,"21:49:21",1178.4,2024-10-28 21:49:21,2
2024-10-28,"22:04:21",1176.4,2024-10-28 22:04:21,2
2024-10-28,"22:19:21",1175.4,2024-10-28 22:19:21,2
2024-10-28,"22:34:21",1174.4,2024-10-28 22:34:21,2
2024-10-28,"22:49:21",1173.4,2024-10-28 22:49:21,2
2024-10-28,"23:04:21",1173.4,2024-10-28 23:04:21,2
2024-10-28,"23:19:21",1173.4,2024-10-28 23:19:21,2
2024-10-28,"23:34:21",1173.4,2024-10-28 23:34:21,2
2024-10-28,"23:49:21",1173.4,2024-10-28 23:49:21,2
2024-10-29,"00:04:21",1173.4,2024-10-29 00:04:21,2
2024-10-29,"00:19:21",1172.3,2024-10-29 00:19:21,2
2024-10-29,"00:34:21",1172.3,2024-10-29 00:34:21,2
2024-10-29,"00:49:21",1172.3,2024-10-29 00:49:21,2
2024-10-29,"01:04:21",1171.3,2024-10-29 01:04:21,2
2024-10-29,"01:19:21",1171.3,2024-10-29 01:19:21,2
2024-10-29,"01:34:21",1171.3,2024-10-29 01:34:21,2
2024-10-29,"01:49:21",1171.3,2024-10-29 01:49:21,2
2024-10-29,"02:04:21",1170.3,2024-10-29 02:04:21,2
2024-10-29,"02:19:21",1170.3,2024-10-29 02:19:21,2
2024-10-29,"02:34:21",1170.3,2024-10-29 02:34:21,2
2024-10-29,"02:49:21",1170.3,2024-10-29 02:49:21,2
2024-10-29,"03:04:21",1170.3,2024-10-29 03:04:21,2
2024-10-29,"03:19:21",1169.3,2024-10-29 03:19:21,2
2024-10-29,"03:34:21",1169.3,2024-10-29 03:34:21,2
2024-10-29,"03:49:21",1169.3,2024-10-29 03:49:21,2
2024-10-29,"04:04:21",1169.3,2024-10-29 04:04:21,2
2024-10-29,"04:19:21",1169.3,2024-10-29 04:19:21,2
2024-10-29,"04:34:21",1169.3,2024-10-29 04:34:21,2
2024-10-29,"04:49:21",1169.3,2024-10-29 04:49:21,2
2024-10-29,"05:04:21",1168.3,2024-10-29 05:04:21,2
2024-10-29,"05:19:21",1168.3,2024-10-29 05:19:21,2
2024-10-29,"05:34:21",1168.3,2024-10-29 05:34:21,2
2024-10-29,"05:49:21",1168.3,2024-10-29 05:49:21,2
2024-10-29,"06:04:21",1168.3,2024-10-29 06:04:21,2
2024-10-29,"06:19:21",1168.3,2024-10-29 06:19:21,2
2024-10-29,"06:34:21",1167.3,2024-10-29 06:34:21,2
2024-10-29,"06:49:21",1167.3,2024-10-29 06:49:21,2
2024-10-29,"07:04:21",1166.3,2024-10-29 07:04:21,2
2024-10-29,"07:19:21",1164.3,2024-10-29 07:19:21,2
2024-10-29,"07:34:21",1163.3,2024-10-29 07:34:21,2
