"Plant_ID","DateTime","Measure","Value","PSY","Teros","Treatment","Scale","Plant_name"
1,2024-10-25 15:00:00,"SWP",-0.0443,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:05:00,"SWP",-0.044,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:10:00,"SWP",-0.044,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:15:00,"SWP",-0.044,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:20:00,"SWP",-0.0438,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:25:00,"SWP",-0.0439,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:30:00,"SWP",-0.0438,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:35:00,"SWP",-0.0435,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:40:00,"SWP",-0.0436,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:45:00,"SWP",-0.0435,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:50:00,"SWP",-0.0433,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 15:55:00,"SWP",-0.0434,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:00:00,"SWP",-0.0432,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:05:00,"SWP",-0.0432,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:10:00,"SWP",-0.0431,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:15:00,"SWP",-0.043,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:20:00,"SWP",-0.043,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:25:00,"SWP",-0.0429,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:30:00,"SWP",-0.043,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:35:00,"SWP",-0.0429,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:40:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:45:00,"SWP",-0.0429,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:50:00,"SWP",-0.0429,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 16:55:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:00:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:05:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:10:00,"SWP",-0.0429,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:15:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:20:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:25:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:30:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:35:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:40:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:45:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:50:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 17:55:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:00:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:05:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:10:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:15:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:20:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:25:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:30:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:35:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:40:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:45:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:50:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 18:55:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:00:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:05:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:10:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:15:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:20:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:25:00,"SWP",-0.0427,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:30:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:35:00,"SWP",-0.0429,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:40:00,"SWP",-0.0428,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:45:00,"SWP",-0.0429,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:50:00,"SWP",-0.0431,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 19:55:00,"SWP",-0.0431,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:00:00,"SWP",-0.0432,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:05:00,"SWP",-0.0431,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:10:00,"SWP",-0.0431,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:15:00,"SWP",-0.0433,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:20:00,"SWP",-0.0434,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:25:00,"SWP",-0.0434,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:30:00,"SWP",-0.0436,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:35:00,"SWP",-0.0436,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:40:00,"SWP",-0.0437,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:45:00,"SWP",-0.0437,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:50:00,"SWP",-0.0438,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 20:55:00,"SWP",-0.0438,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:00:00,"SWP",-0.044,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:05:00,"SWP",-0.0441,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:10:00,"SWP",-0.0441,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:15:00,"SWP",-0.0442,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:20:00,"SWP",-0.0442,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:25:00,"SWP",-0.0444,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:30:00,"SWP",-0.0445,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:35:00,"SWP",-0.0447,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:40:00,"SWP",-0.0446,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:45:00,"SWP",-0.0446,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:50:00,"SWP",-0.0447,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 21:55:00,"SWP",-0.0446,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:00:00,"SWP",-0.0448,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:05:00,"SWP",-0.0449,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:10:00,"SWP",-0.0451,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:15:00,"SWP",-0.0451,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:20:00,"SWP",-0.0451,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:25:00,"SWP",-0.0451,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:30:00,"SWP",-0.0454,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:35:00,"SWP",-0.0455,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:40:00,"SWP",-0.0455,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:45:00,"SWP",-0.0456,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:50:00,"SWP",-0.0455,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 22:55:00,"SWP",-0.0457,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:00:00,"SWP",-0.0456,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:05:00,"SWP",-0.0457,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:10:00,"SWP",-0.0458,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:15:00,"SWP",-0.046,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:20:00,"SWP",-0.0461,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:25:00,"SWP",-0.0462,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:30:00,"SWP",-0.0463,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:35:00,"SWP",-0.0464,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:40:00,"SWP",-0.0466,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:45:00,"SWP",-0.0468,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:50:00,"SWP",-0.0467,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-25 23:55:00,"SWP",-0.0469,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26,"SWP",-0.0473,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:05:00,"SWP",-0.0475,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:10:00,"SWP",-0.0473,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:15:00,"SWP",-0.0477,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:20:00,"SWP",-0.0479,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:25:00,"SWP",-0.048,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:30:00,"SWP",-0.0482,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:35:00,"SWP",-0.0485,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:40:00,"SWP",-0.0486,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:45:00,"SWP",-0.0486,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:50:00,"SWP",-0.049,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 00:55:00,"SWP",-0.0491,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:00:00,"SWP",-0.0493,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:05:00,"SWP",-0.0495,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:10:00,"SWP",-0.0498,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:15:00,"SWP",-0.05,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:20:00,"SWP",-0.0501,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:25:00,"SWP",-0.0505,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:30:00,"SWP",-0.0505,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:35:00,"SWP",-0.0506,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:40:00,"SWP",-0.0506,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:45:00,"SWP",-0.051,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:50:00,"SWP",-0.0512,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 01:55:00,"SWP",-0.0512,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:00:00,"SWP",-0.0514,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:05:00,"SWP",-0.0517,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:10:00,"SWP",-0.052,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:15:00,"SWP",-0.0518,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:20:00,"SWP",-0.052,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:25:00,"SWP",-0.0522,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:30:00,"SWP",-0.0524,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:35:00,"SWP",-0.0525,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:40:00,"SWP",-0.0525,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:45:00,"SWP",-0.0528,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:50:00,"SWP",-0.053,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 02:55:00,"SWP",-0.0533,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:00:00,"SWP",-0.0534,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:05:00,"SWP",-0.0532,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:10:00,"SWP",-0.0534,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:15:00,"SWP",-0.0536,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:20:00,"SWP",-0.0538,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:25:00,"SWP",-0.0538,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:30:00,"SWP",-0.054,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:35:00,"SWP",-0.054,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:40:00,"SWP",-0.0543,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:45:00,"SWP",-0.0545,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:50:00,"SWP",-0.0547,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 03:55:00,"SWP",-0.0546,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:00:00,"SWP",-0.0547,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:05:00,"SWP",-0.0546,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:10:00,"SWP",-0.0549,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:15:00,"SWP",-0.055,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:20:00,"SWP",-0.0549,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:25:00,"SWP",-0.0551,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:30:00,"SWP",-0.0552,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:35:00,"SWP",-0.0552,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:40:00,"SWP",-0.0553,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:45:00,"SWP",-0.0554,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:50:00,"SWP",-0.0553,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 04:55:00,"SWP",-0.0555,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:00:00,"SWP",-0.0553,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:05:00,"SWP",-0.0554,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:10:00,"SWP",-0.0556,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:15:00,"SWP",-0.0558,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:20:00,"SWP",-0.0557,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:25:00,"SWP",-0.0559,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:30:00,"SWP",-0.0559,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:35:00,"SWP",-0.0559,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:40:00,"SWP",-0.056,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:45:00,"SWP",-0.056,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:50:00,"SWP",-0.056,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 05:55:00,"SWP",-0.0562,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:00:00,"SWP",-0.0562,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:05:00,"SWP",-0.0564,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:10:00,"SWP",-0.0563,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:15:00,"SWP",-0.0566,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:20:00,"SWP",-0.0566,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:25:00,"SWP",-0.0566,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:30:00,"SWP",-0.0566,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:35:00,"SWP",-0.0568,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:40:00,"SWP",-0.0567,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:45:00,"SWP",-0.0566,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:50:00,"SWP",-0.0568,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 06:55:00,"SWP",-0.0567,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:00:00,"SWP",-0.0568,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:05:00,"SWP",-0.0568,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:10:00,"SWP",-0.0568,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:15:00,"SWP",-0.0567,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:20:00,"SWP",-0.0566,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:25:00,"SWP",-0.0567,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:30:00,"SWP",-0.0567,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:35:00,"SWP",-0.0563,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:40:00,"SWP",-0.0565,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:45:00,"SWP",-0.0565,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:50:00,"SWP",-0.0564,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 07:55:00,"SWP",-0.0562,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:00:00,"SWP",-0.0562,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:05:00,"SWP",-0.0561,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:10:00,"SWP",-0.056,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:15:00,"SWP",-0.0558,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:20:00,"SWP",-0.0558,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:25:00,"SWP",-0.0557,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:30:00,"SWP",-0.0556,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:35:00,"SWP",-0.0555,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:40:00,"SWP",-0.0555,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:45:00,"SWP",-0.0553,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:50:00,"SWP",-0.0555,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 08:55:00,"SWP",-0.0555,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:00:00,"SWP",-0.0554,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:05:00,"SWP",-0.0555,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:10:00,"SWP",-0.0553,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:15:00,"SWP",-0.0554,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:20:00,"SWP",-0.0553,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:25:00,"SWP",-0.0552,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:30:00,"SWP",-0.0552,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:35:00,"SWP",-0.0549,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:40:00,"SWP",-0.055,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:45:00,"SWP",-0.0548,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:50:00,"SWP",-0.0547,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 09:55:00,"SWP",-0.0544,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:00:00,"SWP",-0.0545,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:05:00,"SWP",-0.0545,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:10:00,"SWP",-0.0544,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:15:00,"SWP",-0.0544,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:20:00,"SWP",-0.0543,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:25:00,"SWP",-0.0541,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:30:00,"SWP",-0.0539,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:35:00,"SWP",-0.0536,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:40:00,"SWP",-0.0537,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:45:00,"SWP",-0.0536,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:50:00,"SWP",-0.0534,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 10:55:00,"SWP",-0.0532,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 11:00:00,"SWP",-0.053,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 11:05:00,"SWP",-0.0527,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 11:10:00,"SWP",-0.0526,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 11:15:00,"SWP",-0.0524,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 11:20:00,"SWP",-0.0522,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 11:25:00,"SWP",-0.0522,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 11:30:00,"SWP",-0.052,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 11:35:00,"SWP",-0.0519,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
1,2024-10-26 11:40:00,"SWP",-0.0517,"PSY1N909","MP40","WD","plant1","Plant 1 | WD"
