No.,Date,Time,Header,Data,Unit
256,27/10/2024,20:32:08,ST,994.8,g
257,27/10/2024,20:47:08,ST,994.8,g
258,27/10/2024,21:02:08,ST,993.8,g
259,27/10/2024,21:17:08,ST,993.8,g
260,27/10/2024,21:32:08,ST,992.8,g
261,27/10/2024,21:47:08,ST,992.8,g
262,27/10/2024,22:02:08,ST,991.8,g
263,27/10/2024,22:17:08,ST,991.8,g
264,27/10/2024,22:32:08,ST,990.8,g
265,27/10/2024,22:47:08,ST,990.8,g
266,27/10/2024,23:02:08,ST,990.8,g
267,27/10/2024,23:17:08,ST,990.8,g
268,27/10/2024,23:32:08,ST,990.8,g
269,27/10/2024,23:47:08,ST,990.8,g
270,28/10/2024,00:02:08,ST,990.8,g
271,28/10/2024,00:17:08,ST,990.8,g
272,28/10/2024,00:32:08,ST,990.8,g
273,28/10/2024,00:47:08,ST,990.8,g
274,28/10/2024,01:02:08,ST,990.8,g
275,28/10/2024,01:17:08,ST,990.8,g
276,28/10/2024,01:32:08,ST,990.8,g
277,28/10/2024,01:47:08,ST,990.8,g
278,28/10/2024,02:02:08,ST,990.8,g
279,28/10/2024,02:17:08,ST,990.8,g
280,28/10/2024,02:32:08,ST,990.8,g
281,28/10/2024,02:47:08,ST,990.8,g
282,28/10/2024,03:02:08,ST,989.8,g
283,28/10/2024,03:17:08,ST,989.8,g
284,28/10/2024,03:32:08,ST,989.8,g
285,28/10/2024,03:47:08,ST,989.8,g
286,28/10/2024,04:02:08,ST,989.8,g
287,28/10/2024,04:17:08,ST,989.8,g
288,28/10/2024,04:32:08,ST,989.8,g
289,28/10/2024,04:47:08,ST,989.8,g
290,28/10/2024,05:02:08,ST,989.8,g
291,28/10/2024,05:17:08,ST,989.8,g
292,28/10/2024,05:32:08,ST,989.8,g
293,28/10/2024,05:47:08,ST,989.8,g
294,28/10/2024,06:02:08,ST,989.8,g
295,28/10/2024,06:17:08,ST,989.8,g
296,28/10/2024,06:32:08,ST,989.8,g
297,28/10/2024,06:47:08,ST,988.8,g
298,28/10/2024,07:02:08,ST,988.8,g
299,28/10/2024,07:17:08,ST,987.7,g
300,28/10/2024,07:32:08,ST,986.7,g
301,28/10/2024,07:47:08,ST,985.7,g
302,28/10/2024,08:02:08,ST,985.7,g
303,28/10/2024,08:17:08,ST,984.7,g
304,28/10/2024,08:32:08,ST,983.7,g
305,28/10/2024,08:47:08,ST,983.7,g
306,28/10/2024,09:02:08,ST,982.7,g
307,28/10/2024,09:17:08,ST,982.7,g
308,28/10/2024,09:32:08,ST,981.7,g
309,28/10/2024,09:47:08,ST,980.7,g
310,28/10/2024,10:02:08,ST,979.7,g
311,28/10/2024,10:17:08,ST,978.7,g
312,28/10/2024,10:32:08,ST,977.6,g
313,28/10/2024,10:47:08,ST,976.6,g
314,28/10/2024,11:02:08,ST,975.6,g
315,28/10/2024,11:17:08,ST,974.6,g
316,28/10/2024,11:32:08,ST,973.6,g
317,28/10/2024,11:47:08,ST,972.6,g
318,28/10/2024,12:02:08,ST,971.6,g
319,28/10/2024,12:17:08,ST,970.6,g
320,28/10/2024,12:32:08,ST,969.6,g
321,28/10/2024,12:47:08,ST,968.6,g
322,28/10/2024,13:02:08,ST,967.5,g
323,28/10/2024,13:17:08,ST,966.5,g
324,28/10/2024,13:32:08,ST,965.5,g
325,28/10/2024,13:47:08,ST,964.5,g
326,28/10/2024,14:02:08,ST,963.5,g
327,28/10/2024,14:17:08,ST,962.5,g
328,28/10/2024,14:32:08,ST,962.5,g
329,28/10/2024,14:47:08,ST,961.5,g
330,28/10/2024,15:02:08,ST,960.5,g
331,28/10/2024,15:17:08,ST,959.5,g
332,28/10/2024,15:32:08,ST,958.5,g
333,28/10/2024,15:47:08,ST,958.5,g
334,28/10/2024,16:02:08,ST,959.3,g
335,28/10/2024,16:17:08,ST,958.3,g
336,28/10/2024,16:32:08,ST,957.3,g
337,28/10/2024,16:47:08,ST,956.2,g
338,28/10/2024,17:02:08,ST,955.2,g
339,28/10/2024,17:17:08,ST,955.2,g
340,28/10/2024,17:32:08,ST,954.2,g
341,28/10/2024,17:47:08,ST,953.2,g
342,28/10/2024,18:02:08,ST,952.2,g
343,28/10/2024,18:17:08,ST,952.2,g
344,28/10/2024,18:32:08,ST,951.2,g
345,28/10/2024,18:47:08,ST,950.2,g
346,28/10/2024,19:02:08,ST,949.2,g
347,28/10/2024,19:17:08,ST,949.2,g
348,28/10/2024,19:32:08,ST,948.2,g
349,28/10/2024,19:47:08,ST,947.2,g
350,28/10/2024,20:02:08,ST,946.1,g
351,28/10/2024,20:17:08,ST,946.1,g
352,28/10/2024,20:32:08,ST,945.1,g
353,28/10/2024,20:47:08,ST,945.1,g
354,28/10/2024,21:02:08,ST,944.1,g
355,28/10/2024,21:17:08,ST,943.1,g
356,28/10/2024,21:32:08,ST,943.1,g
357,28/10/2024,21:47:08,ST,942.1,g
358,28/10/2024,22:02:08,ST,942.1,g
359,28/10/2024,22:17:08,ST,941.1,g
360,28/10/2024,22:32:08,ST,941.1,g
361,28/10/2024,22:47:08,ST,940.1,g
362,28/10/2024,23:02:08,ST,940.1,g
363,28/10/2024,23:17:08,ST,940.1,g
364,28/10/2024,23:32:08,ST,940.1,g
365,28/10/2024,23:47:08,ST,940.1,g
366,29/10/2024,00:02:08,ST,940.1,g
367,29/10/2024,00:17:08,ST,940.1,g
368,29/10/2024,00:32:08,ST,940.1,g
369,29/10/2024,00:47:08,ST,940.1,g
370,29/10/2024,01:02:08,ST,941.1,g
371,29/10/2024,01:17:08,ST,941.1,g
372,29/10/2024,01:32:08,ST,941.1,g
373,29/10/2024,01:47:08,ST,941.1,g
374,29/10/2024,02:02:08,ST,940.1,g
375,29/10/2024,02:17:08,ST,940.1,g
376,29/10/2024,02:32:08,ST,940.1,g
377,29/10/2024,02:47:08,ST,940.1,g
378,29/10/2024,03:02:08,ST,940.1,g
379,29/10/2024,03:17:08,ST,940.1,g
380,29/10/2024,03:32:08,ST,940.1,g
381,29/10/2024,03:47:08,ST,940.1,g
382,29/10/2024,04:02:08,ST,940.1,g
383,29/10/2024,04:17:08,ST,940.1,g
384,29/10/2024,04:32:08,ST,940.1,g
385,29/10/2024,04:47:08,ST,939.1,g
386,29/10/2024,05:02:08,ST,939.1,g
387,29/10/2024,05:17:08,ST,939.1,g
388,29/10/2024,05:32:08,ST,939.1,g
389,29/10/2024,05:47:08,ST,939.1,g
390,29/10/2024,06:02:08,ST,939.1,g
391,29/10/2024,06:17:08,ST,939.1,g
392,29/10/2024,06:32:08,ST,939.1,g
393,29/10/2024,06:47:08,ST,939.1,g
394,29/10/2024,07:02:08,ST,938.1,g
395,29/10/2024,07:17:08,ST,937.1,g
396,29/10/2024,07:32:08,ST,936.1,g
397,29/10/2024,07:47:08,ST,935,g
398,29/10/2024,08:02:08,ST,935,g
399,29/10/2024,08:17:08,ST,934,g
400,29/10/2024,08:32:08,ST,933,g
401,29/10/2024,08:47:08,ST,932,g
402,29/10/2024,09:02:08,ST,931,g
403,29/10/2024,09:17:08,ST,931,g
404,29/10/2024,09:32:08,ST,930,g
405,29/10/2024,09:47:08,ST,929,g
406,29/10/2024,10:02:08,ST,929,g
407,29/10/2024,10:17:08,ST,928,g
408,29/10/2024,10:32:08,ST,927,g
409,29/10/2024,10:47:08,ST,926,g
410,29/10/2024,11:02:08,ST,924.9,g
411,29/10/2024,11:17:08,ST,924.9,g
412,29/10/2024,11:32:08,ST,923.9,g
413,29/10/2024,11:47:08,ST,922.9,g
414,29/10/2024,12:02:08,ST,921.9,g
415,29/10/2024,12:17:08,ST,920.9,g
416,29/10/2024,12:32:08,ST,918.9,g
417,29/10/2024,12:47:08,ST,917.9,g
418,29/10/2024,13:02:08,ST,917.9,g
419,29/10/2024,13:17:08,ST,916.9,g
420,29/10/2024,13:32:08,ST,915.9,g
421,29/10/2024,13:47:08,ST,914.8,g
422,29/10/2024,14:02:08,ST,913.8,g
423,29/10/2024,14:17:08,ST,912.8,g
424,29/10/2024,14:32:08,ST,912.8,g
425,29/10/2024,14:47:08,ST,911.8,g
426,29/10/2024,15:02:08,ST,910.8,g
427,29/10/2024,15:17:08,ST,909.8,g
428,29/10/2024,15:32:08,ST,908.8,g
429,29/10/2024,15:47:08,ST,908.8,g
430,29/10/2024,16:02:08,ST,907.8,g
431,29/10/2024,16:17:08,ST,907.8,g
432,29/10/2024,16:32:08,ST,906.8,g
433,29/10/2024,16:47:08,ST,905.8,g
434,29/10/2024,17:02:08,ST,905.8,g
435,29/10/2024,17:17:08,ST,904.7,g
436,29/10/2024,17:32:08,ST,903.7,g
437,29/10/2024,17:47:08,ST,903.7,g
438,29/10/2024,18:02:08,ST,1009.7,g
439,29/10/2024,18:17:08,ST,1011.1,g
440,29/10/2024,18:32:08,ST,1010.1,g
441,29/10/2024,18:47:08,ST,1009,g
442,29/10/2024,19:02:08,ST,1009,g
443,29/10/2024,19:17:08,ST,1008,g
444,29/10/2024,19:32:08,ST,1007,g
445,29/10/2024,19:47:08,ST,1006,g
446,29/10/2024,20:02:08,ST,1006,g
447,29/10/2024,20:17:08,ST,1005,g
448,29/10/2024,20:32:08,ST,1004,g
449,29/10/2024,20:47:08,ST,1003,g
450,29/10/2024,21:02:08,ST,1003,g
451,29/10/2024,21:17:08,ST,1002,g
452,29/10/2024,21:32:08,ST,1001,g
